Time;Output 1;Output 2;Output 3;Output 4
16:03:17;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:18;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:19;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:20;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:21;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:22;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:23;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:24;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:25;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:26;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:27;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:28;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:29;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:30;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:31;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:32;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:33;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:34;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:35;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:36;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:37;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:38;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:39;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:41;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:42;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:43;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:44;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:45;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:46;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:47;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:48;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:49;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:50;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:51;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:52;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:53;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:54;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:55;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:56;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:57;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:58;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:03:59;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:00;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:01;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:02;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:03;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:04;LOWACTIVE;;;
16:04:05;;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:06;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:07;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:08;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:09;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:10;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:11;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:12;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:13;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:14;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:15;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:16;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:17;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:18;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:19;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:20;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:21;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:22;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:23;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:24;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:25;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:26;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:27;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:28;LOWACTIVE;;;
16:04:29;;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:30;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:31;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:32;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:33;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:34;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:35;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:36;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:37;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:38;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:39;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:40;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:41;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:42;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:43;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:44;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:45;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:46;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:47;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:48;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:49;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:50;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:51;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:52;LOWACTIVE;HIGHACTIVE;LOWACTIVE;
16:04:53;;;;LOWACTIVE
16:04:54;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:55;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:56;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:57;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:58;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:04:59;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:05:00;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:05:01;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:05:02;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:03;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:04;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:05;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:06;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:07;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:08;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:09;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:10;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:11;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:12;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:13;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:14;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:15;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:16;LOWACTIVE;LOWACTIVE;;
16:05:17;;;LOWACTIVE;LOWACTIVE
16:05:18;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:19;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:20;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:21;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:22;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:23;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:24;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:25;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:26;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:27;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:28;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:29;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:30;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:31;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:32;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:33;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:34;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:35;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:36;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:37;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:38;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:39;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:40;LOWACTIVE;LOWACTIVE;LOWACTIVE;
16:05:41;;;;LOWACTIVE
16:05:42;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:43;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:44;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:45;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:46;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:47;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:48;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:49;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:50;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:51;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:52;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:53;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:54;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:55;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:56;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:57;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:58;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:05:59;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:00;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:01;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:02;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:03;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:04;LOWACTIVE;LOWACTIVE;LOWACTIVE;
16:06:05;;;;LOWACTIVE
16:06:06;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:07;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:08;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:09;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:10;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:11;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:12;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:13;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:14;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:15;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:16;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:17;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:18;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:19;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:20;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:21;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:22;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:23;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:24;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:25;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:26;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:27;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:28;LOWACTIVE;LOWACTIVE;LOWACTIVE;
16:06:29;;;;LOWACTIVE
16:06:30;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:31;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:32;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:33;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:34;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:35;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:36;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:37;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:38;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:39;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:40;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:41;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:42;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:43;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:44;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:45;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:46;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:47;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:48;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:49;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:50;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:51;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:52;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:54;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:55;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:56;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:57;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:58;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:06:59;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:07:00;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:07:01;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:07:02;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:07:03;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:07:04;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:07:05;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:07:06;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:07:07;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:07:08;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:07:09;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:07:10;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:07:11;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:07:12;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:07:13;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:07:14;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:07:15;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:07:16;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:07:18;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:07:19;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:07:20;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:07:21;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:07:22;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:07:23;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:07:24;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:07:25;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:07:26;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:07:27;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
16:07:28;LOWACTIVE;LOWACTIVE;LOWACTIVE;LOWACTIVE
